Name,Mileage,Dealer Name,Rating,Review Count,Price
2021 Cadillac XT5 Premium Luxury,"19,283 mi.",Colonial Cadillac,4.8,"1,125 ","$48,997"
2022 Kia Stinger GT-Line,"22,181 mi.",Jeff Wyler Fairfield,3.1,"1,862 ","$36,934"
2022 Porsche Taycan 4,"4,508 mi.",Porsche Huntington,3.4,136 ,"$125,900"
2017 RAM 2500 Power Wagon,"45,125 mi.",Waconia Dodge Chrysler Jeep RAM,4.3,362 ,"$47,499"
2020 Volvo XC40 T5 R-Design,"30,901 mi.",Red Bank Volvo Cars,3.9,134 ,"$40,999"
2021 Chrysler Pacifica Limited,"19,405 mi.",Woody's Dodge Jeep Chrysler RAM,4.6,"1,821 ","$49,997"
2019 BMW i8 Base,"19,407 mi.",Century West BMW,4.3,458 ,"$98,885"
2020 Jeep Grand Cherokee Limited,"16,823 mi.",Don Vance Chrysler Dodge Jeep Ram,3.9,68 ,"$41,475"
2022 Honda Pilot Touring 8-Passenger,"19,761 mi.",AutoNation Honda Sanford,4.7,"2,302 ","$41,917"
2022 Jeep Gladiator Mojave,"7,925 mi.",AutoNation Chrysler Dodge Jeep Ram Katy,4.3,"1,481 ","$54,991"
2021 Porsche Macan Base,"17,805 mi.",Porsche St. Louis,4.9,336 ,"$56,780"
2020 BMW X3 xDrive30i,"30,243 mi.",Schomp BMW,4.8,"1,840 ","$39,451"
2019 INFINITI QX50 ESSENTIAL,"55,000 mi.",Orange Coast INFINITI,4.7,"2,827 ","$29,300"
2021 Toyota RAV4 XLE,"23,595 mi.",Toyota of Ann Arbor,n/a,2 ,"$30,500"
2020 Chevrolet Silverado 1500 Custom Trail Boss,"14,884 mi.",Shottenkirk Fort Madison,3.6,64 ,"$41,885"
2022 Nissan Armada SV,"2,159 mi.",Dartmouth Nissan,3.6,759 ,"$53,347"
2020 Honda HR-V Sport,"25,609 mi.",Performance Kings Honda,2.7,"1,043 ","$24,627"
2022 GMC Sierra 2500 Denali,"4,077 mi.",Sellers Buick GMC,4.9,"1,086 ","$78,209"
2022 Toyota Tundra Limited,112 mi.,Colonial Toyota,n/a,119 ,"$67,992"
2022 Jeep Grand Cherokee Laredo,"1,222 mi.",Glendale Chrysler Dodge Jeep RAM,2.2,36 ,"$37,890"
2018 Cadillac ATS 2.0L Turbo Luxury,"40,180 mi.",Les Stanford Chevrolet Cadillac,4.1,779 ,"$26,786"
2021 Jeep Wrangler Unlimited Rubicon,"15,731 mi.",Crystal Lake Chrysler Dodge Jeep Ram,4.6,362 ,"$46,994"
2019 Honda Passport ,"51,709 mi.",Denny Menholt Honda,n/a,7 ,"$31,900"
2018 Dodge Challenger R/T 392,"17,018 mi.",South Pointe Chrysler Jeep Dodge Ram,4.1,874 ,"$38,900"
2022 Cadillac Escalade Sport Platinum,"5,237 mi.",Motor Werks Cadillac,4.9,729 ,"$125,449"
2021 Jeep Cherokee Limited,"18,973 mi.",Executive Jeep,4.7,"1,044 ","$32,787"
2021 Kia Telluride EX,"13,082 mi.",Frank Boucher VW Kia of Racine,4.6,844 ,"$47,435"
2019 Buick Enclave Avenir,"43,050 mi.",Bill Kay Buick GMC,4.5,"1,224 ","$36,253"
2021 Ford Bronco Sport Big Bend,"32,712 mi.",West Branch Ford,n/a,14 ,"$31,990"
2020 Cadillac XT4 Premium Luxury,"42,484 mi.",Tom Peacock Cadillac,4.3,498 ,"$32,957"
2019 Volvo S60 T6 Inscription,"20,128 mi.",Fields Volvo Cars of Northfield,4.9,482 ,"$35,000"
2018 Porsche Panamera E-Hybrid Turbo S,"21,612 mi.",Motor Werks - Barrington Auto Mall,4.9,"3,765 ","$124,995"
2022 Porsche Panamera E-Hybrid Turbo S,"3,013 mi.",The Porsche Exchange,4.8,160 ,"$201,995"
2020 Volvo XC60 T5 Momentum,"34,089 mi.",Karp Volvo Buick Kia,4.2,875 ,"$35,200"
2021 Toyota Camry Hybrid SE,"27,444 mi.",Cavender Toyota,4.0,784 ,"$35,991"
2022 Toyota Camry Hybrid SE,"28,547 mi.",Cavender Toyota,4.0,784 ,"$34,892"
2021 Toyota Venza LE,"10,647 mi.",Smart Motors,4.7,847 ,"$40,679"
2022 Nissan Rogue SV,"3,395 mi.",Maguire Nissan of Syracuse,4.8,927 ,"$29,697"
2019 Chevrolet Equinox 1LT,"28,517 mi.",Chevrolet of Fayetteville,4.9,403 ,"$24,668"
2020 INFINITI Q50 ,"44,356 mi.",Infiniti of Coral Gables,4.7,480 ,"$31,100"
2019 BMW Z4 sDrive30i,"17,817 mi.",Kelly BMW,3.7,125 ,"$46,900"
2021 Jeep Renegade Latitude,"8,685 mi.",Jimmy Britt Chrysler Dodge Jeep Ram,4.7,841 ,"$25,487"
2020 BMW X3 xDrive30i,"57,494 mi.",Baron BMW MINI,4.6,"1,509 ","$34,477"
2021 Maserati Levante Trofeo,"1,885 mi.",Umansky Maserati,n/a,4 ,"$122,994"
2022 Maserati Levante Modena S,"2,079 mi.",Umansky Maserati,n/a,4 ,"$111,946"
2020 Maserati Levante Base,"49,464 mi.",Umansky Maserati,n/a,4 ,"$54,769"
2020 RAM 1500 Laramie,"33,020 mi.",Thornton Chrysler Dodge Jeep Ram,4.8,69 ,"$48,484"
2021 Ford F-150 XLT,"16,873 mi.",Huntley Ford,2.9,"1,225 ","$44,944"
2022 Nissan Pathfinder S,"21,870 mi.",Lynnes Nissan,3.9,426 ,"$35,600"
2021 RAM 1500 Big Horn,"15,268 mi.",Executive Dodge Jeep RAM,4.6,"1,203 ","$44,068"
2022 Toyota Tundra SR5,"5,975 mi.",Ed Martin Toyota,4.9,"3,780 ","$48,766"
2019 BMW 540 i,"19,865 mi.",New Century BMW,4.8,549 ,"$42,999"
2021 Chevrolet Silverado 3500 High Country,"40,382 mi.",Diehl of Grove City - Buick Cadillac Chevrolet Chrysler Dodge Jeep RAM,n/a,3 ,"$74,287"
2021 Ford Explorer XLT,"31,473 mi.",Five Star Ford Lewisville,4.9,"1,860 ","$32,500"
2019 BMW 530e iPerformance,"32,407 mi.",Braman BMW Jupiter,4.7,629 ,"$32,965"
2022 Jeep Grand Cherokee Limited,"1,641 mi.",Carl Burger's Dodge Chrysler Jeep RAM,4.4,"2,214 ","$46,990"
2021 BMW X3 sDrive30i,"30,124 mi.",Hendrick Southpoint Auto Mall,4.8,819 ,"$43,987"
2021 Kia Telluride SX,"36,888 mi.",Frank Boucher VW Kia of Racine,4.6,844 ,"$49,999"
2022 Nissan Armada Platinum,"8,890 mi.",HGreg Nissan Delray,4.0,343 ,"$65,998"
2021 Toyota Venza XLE,"11,105 mi.",Hamer Toyota,4.7,"2,145 ","$38,592"
2022 Volkswagen Taos 1.5T SEL,"2,003 mi.",Burlington VW,3.5,283 ,"$34,500"
2021 Acura TLX Technology,"8,429 mi.",Piazza Acura of Ardmore,4.6,614 ,"$37,721"
2021 Chevrolet Blazer 2LT,"15,341 mi.",Richardson Motors,3.7,270 ,"$33,998"
2019 Cadillac Escalade Luxury,"57,459 mi.",Long Cadillac,n/a,33 ,"$55,992"
2020 BMW X5 xDrive40i,"37,635 mi.",Perillo BMW,4.7,616 ,"$51,999"
2019 Ford F-350 Lariat Super Duty,"82,901 mi.",Bozard Ford Lincoln,4.9,"7,713 ","$63,522"
2021 Porsche 718 Spyder Base,718 mi.,Porsche Delaware,4.6,225 ,"$129,975"
2020 Ford Explorer PLATINUM,"27,348 mi.",Central Ford of Ahoskie,4.8,76 ,"$49,548"
2019 Porsche 911 Carrera,"25,651 mi.",Beverly Hills Porsche,4.3,86 ,"$97,693"
2019 INFINITI Q50 3.0t LUXE,"21,407 mi.",Evans Infiniti of Dayton,n/a,72 ,"$35,361"
2019 INFINITI Q50 3.0t Sport,"22,219 mi.",Evans Infiniti of Dayton,n/a,72 ,"$36,962"
2022 Buick Encore GX Essence,"3,877 mi.","Eagle Buick GMC, Inc.",4.7,"1,334 ","$31,420"
2021 Ford Expedition Max Platinum,"6,492 mi.",Metro Ford,4.5,"3,921 ","$85,000"
2022 Jeep Grand Cherokee L Overland,"7,150 mi.",Zeigler Chrysler Dodge Jeep Ram of Schaumburg,3.8,793 ,"$62,975"
2019 Toyota Tacoma TRD Off Road,"9,282 mi.",Don Jacobs Toyota,4.8,"2,927 ","$40,995"
2021 Ford F-250 SUPER DUTY,0 mi.,Phil Long Ford of Motor City,4.7,"1,850 ","$50,998"
2022 Ford F-250 XL,"3,678 mi.",Phil Long Ford of Chapel Hills,3.5,525 ,"$59,995"
2020 Toyota Highlander Hybrid Limited,"44,451 mi.",Beck Toyota,4.9,"3,341 ","$47,980"
2022 Chevrolet Trailblazer ACTIV,"11,765 mi.",Cox Chevrolet,3.4,587 ,"$27,977"
2022 Chevrolet Trailblazer LT,"10,735 mi.",Regal Chevrolet Kia Lakeland,4.6,"4,386 ","$27,990"
2020 Volkswagen Tiguan 2.0T S,"24,998 mi.",Gervais Volkswagen,4.7,193 ,"$24,900"
2022 Chevrolet Tahoe Premier,"8,947 mi.",Phillips Chevrolet,5.0,"9,585 ","$72,999"
2020 Ford F-150 XL,"51,768 mi.",Columbia Ford Kia,4.8,"3,057 ","$37,500"
2021 Kia K5 GT-Line,"35,405 mi.",Greenway Kia of the Shoals,3.2,515 ,"$28,966"
2020 Volvo XC90 Hybrid T8 Momentum 6 Passenger,"19,033 mi.",Jaffarian Volvo Cars,4.5,466 ,"$55,400"
2019 Volvo XC90 T6 Momentum,"30,616 mi.",Volvo Cars Manasquan,4.8,518 ,"$43,745"
2021 Toyota Highlander Platinum,"26,613 mi.",Hubert Vester Toyota,4.8,"1,581 ","$46,000"
2021 Volkswagen Atlas 3.6 V6 SEL Premium R-Line,"6,734 mi.",Fitzgerald Volkswagen Frederick,n/a,1 ,"$48,995"
2020 Cadillac Escalade Luxury,"34,207 mi.",Heyward Allen Motor Company,4.7,482 ,"$55,994"
2022 BMW X5 xDrive40i,"12,741 mi.",BMW of Kansas City South,4.9,173 ,"$63,879"
2016 Toyota Land Cruiser V8,"37,984 mi.",Greentree Toyota,4.9,"1,922 ","$69,987"
2017 Chevrolet Suburban Premier,"61,719 mi.",Richardson Motors,3.7,270 ,"$45,998"
2020 Porsche Taycan 4S,"23,773 mi.",Porsche West Broward,4.4,310 ,"$124,995"
2019 INFINITI QX50 ESSENTIAL,"48,291 mi.",INFINITI of Honolulu,4.2,33 ,"$30,888"
2020 Ford F-150 Platinum,"47,186 mi.",Mike Castrucci Ford,4.3,510 ,"$52,950"
2019 Ford Explorer XLT,"49,375 mi.",Sentry Ford Lincoln,2.9,297 ,"$31,420"
2021 Volvo XC60 T5 Momentum,"14,805 mi.",Volvo Cars Mission Viejo,4.5,75 ,"$39,988"
2019 Volkswagen Atlas 3.6L SE,"50,906 mi.",Minuteman VW,4.8,416 ,"$28,928"
2020 Honda CR-V Hybrid EX,"23,160 mi.",Coral Springs Honda,4.7,"3,656 ","$36,990"
2018 Toyota Camry XSE,"70,584 mi.",Rochester Toyota,4.7,462 ,"$25,499"
2022 Porsche 911 Carrera S,"3,373 mi.",Porsche South Austin,n/a,4 ,"$164,488"
2019 Volkswagen Atlas 3.6L SEL,"25,598 mi.",Wallace Imports of Bristol,4.3,187 ,"$37,995"
2020 Porsche Taycan Turbo S,"4,928 mi.",Germain Audi Porsche Volkswagen,3.8,175 ,"$165,319"
2023 Kia Carnival LX,441 mi.,Suntrup Kia South,4.8,"2,152 ","$45,987"
2022 Chevrolet Suburban RST,"6,159 mi.",Beck & Masten North,4.1,"1,269 ","$69,530"
2022 Dodge Durango GT,746 mi.,Rob Lambdin's University Dodge RAM,4.0,"1,131 ","$43,995"
2019 BMW M550 i xDrive,"32,116 mi.",Thompson BMW,4.3,"1,210 ","$51,989"
2020 Ford F-150 LARIAT,"98,231 mi.",Akins Ford Chrysler Dodge Jeep RAM,4.8,66 ,"$41,491"
2022 Honda Pilot Special Edition,"13,195 mi.",Rick Case Honda,4.1,"1,370 ","$40,101"
2020 Chrysler Voyager LXI,"73,565 mi.",Carl Hogan Automotive,n/a,19 ,"$26,883"
2020 Ford Expedition Limited,"29,495 mi.",Mike Castrucci Ford,4.3,510 ,"$53,950"
2022 Ford Explorer Limited,"3,711 mi.",Elder Ford of Tampa,4.4,"3,732 ","$45,164"
2020 BMW X1 sDrive28i,"51,332 mi.",BMW of San Antonio,4.1,959 ,"$27,962"
2020 GMC Canyon SLE,"26,913 mi.",Greater Lowell Buick GMC,n/a,22 ,"$35,776"
2020 Ford F-150 Lariat,"18,819 mi.",Lombard Ford Inc,4.7,"1,041 ","$58,988"
2020 BMW 750 i xDrive,"19,919 mi.",Schomp BMW,4.8,"1,840 ","$65,961"
2020 Cadillac XT4 Premium Luxury,"47,509 mi.",Big Star Cadillac,4.8,916 ,"$28,622"
2023 Kia Sportage Hybrid LX,"5,590 mi.",Chuck Olson Kia,n/a,15 ,"$33,527"
2020 Volkswagen Passat 2.0T SEL,"30,005 mi.",Byers Volkswagen by the Airport,4.7,312 ,"$26,754"
2020 Ford F-150 Raptor,"38,333 mi.",Currie Motors Ford of Valpo,4.9,"2,227 ","$64,795"
2021 Ford Explorer XLT,"16,684 mi.",Morris Ford,4.9,205 ,"$38,995"
2020 Toyota Sienna XLE,"19,054 mi.",Brewer Airport Toyota,4.6,85 ,"$43,300"
2022 Honda Pilot Sport,502 mi.,Honda of Fayetteville,4.8,599 ,"$40,116"
2022 Honda Pilot Special Edition,"27,274 mi.",Floyd Traylor Honda,2.7,98 ,"$40,650"
2020 Honda Ridgeline RTL,"17,598 mi.",Kelly Honda,4.2,"1,330 ","$38,499"
2020 Honda Ridgeline RTL-E,"31,723 mi.",McGovern Honda of Boston,4.9,"1,147 ","$36,700"
2022 Toyota 4Runner SR5 Premium,"5,680 mi.",Toyota of Kent,4.7,799 ,"$43,415"
2023 Jeep Grand Cherokee L Limited,157 mi.,Eastchester Chrysler Jeep Dodge RAM,4.4,"6,724 ","$52,500"
2020 BMW X7 xDrive40i,"30,314 mi.",BMW of Shrewsbury,1.9,26 ,"$65,950"
2021 Toyota Tundra Limited,"18,255 mi.",Toyota of Laredo,n/a,13 ,"$49,995"
2018 Porsche 718 Boxster S,"17,731 mi.",Porsche Atlanta Perimeter,4.7,"2,652 ","$74,899"
2018 Porsche 718 Boxster ,"31,573 mi.",Porsche Atlanta Perimeter,4.7,"2,652 ","$59,799"
2021 Porsche 718 Boxster 25 Years,282 mi.,Hennessy Porsche,4.9,"1,769 ","$135,950"
2021 Bentley Bentayga V8,"5,524 mi.",Desert European Motorcars,3.9,281 ,"$199,990"
2020 Ford F-150 XLT,"22,021 mi.",Fred Beans Ford of Doylestown,2.5,211 ,"$45,510"
2020 Volvo XC90 T6 Inscription 6 Passenger,"44,423 mi.",Volvo Cars Westport,3.6,115 ,"$47,000"
2020 Volkswagen Atlas Cross Sport 2.0T SE w/Technology,"24,823 mi.",Kuhn Volkswagen,4.6,"1,191 ","$30,980"
2021 Jeep Wrangler Unlimited 4xe Rubicon,"21,371 mi.",Palmen Motors of Kenosha,4.9,"2,806 ","$53,553"
2022 Acura MDX Type S,"2,457 mi.",Ed Napleton Acura Kia,3.0,585 ,"$58,995"
2017 Porsche 718 Boxster S,"4,824 mi.",The Porsche Exchange,4.8,160 ,"$79,995"
2020 GMC Terrain Denali,"29,206 mi.",Wetzel Auto,n/a,38 ,"$34,987"
2021 Dodge Charger SXT,"37,467 mi.",John Morlan Chrysler Dodge Jeep,n/a,104 ,"$28,988"
2021 Ford F-150 XLT,"20,821 mi.",Planet Ford 59,4.4,"1,322 ","$44,223"
2018 Nissan Murano S,"49,041 mi.",New City Nissan,n/a,529 ,"$25,988"
2021 Dodge Challenger GT,"7,475 mi.",Branhaven Chrysler Jeep Dodge Ram,4.9,"1,636 ","$38,524"
2020 Toyota Tundra SR5,"20,655 mi.",Kenosha Toyota,n/a,4 ,"$46,990"
2022 Chevrolet Trailblazer RS,"17,600 mi.",Kerry Chevrolet of Alexandria,4.6,"2,816 ","$32,995"
2020 Acura TLX ,"65,489 mi.",Acura Of Baton Rouge,4.6,365 ,"$31,195"
2020 BMW X5 xDrive40i,"17,516 mi.",BMW of Barrington,4.9,"1,269 ","$59,292"
2020 Ford Fusion SE,"27,825 mi.",Beau Townsend Ford Lincoln,3.3,"1,114 ","$23,495"
2020 Ford Expedition Platinum,"41,627 mi.",Walker Ford,4.7,"5,812 ","$55,988"
2021 Jeep Wrangler Unlimited Sahara,"12,849 mi.",Airpark Dodge Chrysler Jeep RAM,3.4,924 ,"$49,673"
2021 Volkswagen Tiguan 2.0T SE,"17,952 mi.",Volkswagen of Downtown Chicago,4.5,"1,840 ","$28,500"
2020 Honda HR-V Touring,"6,281 mi.",Great Lakes Honda,3.3,450 ,"$30,777"
2021 Toyota Tundra SR,"46,530 mi.",Fred Anderson Toyota,4.5,"5,648 ","$38,990"
2020 Honda Fit LX,"21,518 mi.",Honda of Serramonte,4.6,"1,933 ","$22,999"
2022 RAM 1500 Big Horn,"5,188 mi.",Huffines Chrysler Jeep Dodge RAM Lewisville,4.8,"2,166 ","$48,984"
2019 Porsche Cayenne Base,"45,449 mi.",Porsche South Austin,n/a,4 ,"$57,488"
2020 Porsche Cayenne AWD,"24,331 mi.",Porsche Austin,3.5,150 ,"$79,990"
2020 Volkswagen Atlas Cross Sport 2.0T SE,"5,837 mi.",Pete Moore Imports,4.9,"1,605 ","$36,995"
2015 Ford F-250 Lariat,"85,984 mi.",Ford of Uniontown,4.6,237 ,"$47,988"
2019 Ford F-150 XLT,"25,716 mi.",Mike Castrucci Ford,4.3,510 ,"$40,450"
2022 Jeep Grand Cherokee L Laredo,"7,174 mi.",AutoNation Chrysler Dodge Jeep Ram Roseville,4.5,"1,038 ","$48,955"
2021 Cadillac Escalade ESV Premium Luxury Platinum,"13,869 mi.",Dale Earnhardt Jr. Buick GMC Cadillac,4.5,330 ,"$108,961"
2020 Bentley Flying Spur W12,"13,645 mi.",Holman Motorcars,n/a,4 ,"$238,888"
2021 RAM 3500 Laramie,"20,359 mi.",Putnam Chrysler Dodge Jeep RAM Kia,4.9,563 ,"$73,999"
2020 Chevrolet Silverado 1500 WT,"43,351 mi.",Lone Star Chevrolet,4.1,"1,066 ","$32,999"
2021 Ford Expedition Max XLT,"15,116 mi.",New Holland Auto Group,4.4,441 ,"$61,474"
2020 Ford F-150 XLT,"22,421 mi.",Fred Beans Ford of Doylestown,2.5,211 ,"$44,010"
2019 GMC Acadia SLE-2,"26,629 mi.",Wiers Chevrolet - Cadillac - GMC,3.8,22 ,"$30,894"
2019 RAM 1500 Big Horn,"38,726 mi.",C R Chrysler Dodge Jeep RAM of Adrian,4.7,283 ,"$37,194"
2021 Chevrolet Colorado WT,"18,912 mi.",North Star Chevrolet,4.5,62 ,"$32,288"
2021 Toyota Avalon Touring,"22,865 mi.",Toyota of Vero Beach,4.1,533 ,"$35,992"
2018 Ford Expedition PLATINUM,"61,336 mi.",Baierl Ford,4.1,93 ,"$49,856"
2021 Volkswagen Atlas 3.6 V6 SE w/ Technology,"24,366 mi.",Kelly Volkswagen,4.7,964 ,"$38,997"
2022 Jeep Grand Cherokee L Limited,"3,198 mi.",Kendall Dodge Chrysler Jeep Ram of Soldotna,4.8,18 ,"$47,988"
2020 Buick Enclave Avenir,"37,974 mi.",LeValley Chevrolet Buick GMC,4.1,99 ,"$46,994"
2020 INFINITI QX60 Luxe,"62,601 mi.",INFINITI of Clarendon Hills,4.8,"1,796 ","$31,432"
2022 Volkswagen Atlas 3.6L SE w/Technology,"5,931 mi.",Volkswagen of Lee's Summit,4.2,"1,130 ","$43,314"
2020 Chevrolet Tahoe Premier,"57,229 mi.",Phillips Chevrolet,5.0,"9,585 ","$49,960"
2022 Toyota Camry Hybrid XLE,"17,242 mi.",Stevinson Toyota East,3.7,"1,578 ","$35,384"
2019 GMC Yukon Denali,"71,116 mi.",Boucher Buick GMC of Waukesha,4.6,885 ,"$50,998"
2018 Porsche 718 Boxster S,"18,889 mi.",White Allen European Auto Group,3.0,380 ,"$74,440"
2020 GMC Yukon SLE,"33,178 mi.",North Park Chevrolet,3.7,55 ,"$40,938"
2019 Chevrolet Suburban LT,"61,290 mi.",Lou LaRiche Chevrolet,4.1,57 ,"$44,999"
2022 Nissan Rogue S,"4,234 mi.",Maguire Nissan of Syracuse,4.8,927 ,"$27,497"
2022 Cadillac Escalade Premium Luxury,"6,939 mi.",Gilroy Chevrolet Cadillac,n/a,144 ,"$98,995"
2021 GMC Sierra 1500 Elevation,"23,023 mi.",Rhinelander Auto Center,4.2,79 ,"$48,694"
2020 Toyota Sienna XLE,"67,621 mi.",Westchester Toyota,4.2,"2,886 ","$31,488"
2019 Acura MDX Sport Hybrid 3.0L w/Technology Package,"14,089 mi.",Oakland Acura,4.9,455 ,"$45,480"
2019 Kia Sedona EX,"47,264 mi.",Hyman Bros. Nissan/Kia,3.5,294 ,"$31,995"
2020 Honda CR-V EX,"10,045 mi.",McGrath Honda of St. Charles,4.4,932 ,"$28,650"
2021 Kia K5 GT-Line,"46,530 mi.",JTs Kia of Columbia,4.1,"1,535 ","$27,990"
2020 GMC Yukon Denali,"46,968 mi.",Brad Deery Motors,4.7,"1,548 ","$62,944"
2021 Subaru Ascent Touring 7-Passenger,"11,312 mi.",Serra Auto Park,3.3,147 ,"$39,977"
2022 Chevrolet Camaro LT1,"10,426 mi.",Coughlin Chevrolet of Pataskala,4.2,169 ,"$40,610"
2019 Acura MDX 3.5L w/Technology Package,"29,841 mi.",Chevy Chase Acura,4.7,517 ,"$36,275"
2021 INFINITI QX80 PREMIUM SELECT,"34,469 mi.",Orlando INFINITI,4.6,829 ,"$63,000"
2021 BMW X1 xDrive28i,"36,644 mi.",Perillo BMW,4.7,616 ,"$36,999"
2021 Volkswagen Atlas 3.6 V6 SE w/ Technology,"11,186 mi.",Betten Imports,n/a,0 ,"$38,990"
2022 Volvo XC90 T6 Momentum 6 Passenger,"5,887 mi.",Dyer & Dyer Volvo Cars,4.8,643 ,"$55,996"
2021 Toyota Camry XSE,"11,392 mi.",Orland Toyota,4.7,545 ,"$37,499"
2019 Honda Accord Sport,"24,271 mi.",Courtesy Palm Harbor Honda,4.5,436 ,"$26,863"
2020 BMW X3 M40i,"22,598 mi.",BMW of Bend,4.8,70 ,"$49,880"
2022 Volvo XC90 T6 Inscription 7 Passenger,"3,255 mi.",Tasca Automotive Group,4.8,"5,751 ","$61,000"
2019 Chevrolet Tahoe Premier,"60,115 mi.",Richard Chevrolet,4.5,"1,028 ","$45,969"
2021 Chevrolet Tahoe LT,"13,733 mi.",Northwest Hills,5.0,622 ,"$63,778"
2020 Chevrolet Traverse LT Cloth,"33,379 mi.",Mike Castrucci Chevrolet,4.9,668 ,"$34,625"
2020 Honda CR-V Hybrid Touring,"46,960 mi.",DCH Kay Honda,4.9,"6,900 ","$34,312"
2021 RAM 1500 Big Horn,"4,905 mi.",Faulkner Chrysler Dodge Jeep Ram Fiat,2.3,487 ,"$42,500"
2021 Jeep Grand Cherokee 80th Anniversary,"40,592 mi.",Carson Dodge Chrysler Jeep RAM,n/a,71 ,"$46,995"
2019 BMW 430 Gran Coupe i xDrive,"33,054 mi.",Cain BMW,4.9,358 ,"$32,800"
2021 Ford Bronco Sport BADLANDS,"49,085 mi.",Champion Ford Volvo Cars,n/a,1 ,"$39,900"
2021 BMW X5 M Base,"16,573 mi.",BMW of Stratham,4.7,729 ,"$108,990"
2021 BMW X5 M Base,"21,682 mi.",Tulley Automotive Group,4.5,843 ,"$97,315"
2020 Cadillac CT6 Luxury,"46,986 mi.",Ettleson Cadillac,5.0,73 ,"$46,199"
2020 Ford Expedition Limited,"73,377 mi.",Anderson Ford,3.2,412 ,"$40,798"
2022 Honda CR-V Hybrid EX-L,"31,022 mi.",Right Honda,4.3,"1,897 ","$34,011"
2022 Nissan Frontier PRO-4X,"7,076 mi.",Nissan of The Main Line,4.8,446 ,"$41,690"
2021 RAM 1500 Laramie,"11,100 mi.",Susquehanna Chrysler Dodge Jeep RAM,4.2,562 ,"$58,990"
2019 Volkswagen Atlas 3.6L SEL Premium,"64,760 mi.",Speedcraft Volkswagen,4.7,272 ,"$33,967"
2022 Ford F-150 XL,"3,480 mi.",San Tan Ford,4.3,"1,965 ","$53,685"
2020 Dodge Durango GT,"25,153 mi.",Good Brothers Dodge & Ram,4.7,520 ,"$39,988"
2020 Acura MDX 3.5L w/Technology Package,"54,327 mi.",Acura by Executive,4.8,647 ,"$35,987"
2022 Toyota GR86 Premium,708 mi.,Toyota of Lincoln Park,3.1,396 ,"$35,900"
2021 Toyota Tundra Platinum,"14,626 mi.",Pedersen Toyota,3.7,618 ,"$54,389"
2020 Nissan Murano S,"17,004 mi.",Mike Rezi Nissan Atlanta,4.9,"1,185 ","$28,162"
2020 Volvo XC90 T6 Inscription 7 Passenger,"40,476 mi.",McGrath Volvo Cars Barrington,4.3,134 ,"$46,989"
2021 RAM 1500 Laramie,"9,610 mi.",Performance Dodge Inc,4.5,909 ,"$57,999"
2023 Kia Sportage X-Line,"1,657 mi.",Gerald Kia of North Aurora,4.9,"2,283 ","$35,229"
2017 Chevrolet Camaro 1LT,"54,911 mi.",Lynch Chevrolet of Kenosha,4.6,325 ,"$25,508"
2020 Jeep Grand Cherokee Altitude,"21,679 mi.",Ewald Chrysler Jeep Dodge RAM,4.3,439 ,"$36,802"
2021 Chevrolet Silverado 1500 LT,"16,662 mi.",Service Chevrolet Cadillac,2.7,142 ,"$48,000"
2019 Toyota Highlander XLE,"39,723 mi.",Elgin Toyota,4.6,"2,585 ","$32,990"
2020 BMW 740 i,"30,972 mi.",McKenna BMW,3.8,"1,098 ","$54,888"
2021 Ferrari F8 Spider Base,"2,119 mi.",Lake Forest Sports Cars,n/a,6 ,"$479,900"
2020 Acura RDX Technology Package,"24,463 mi.",Rosenthal Acura,4.9,275 ,"$39,995"
2020 Nissan Murano S,"39,385 mi.",Nissan of Lithia Springs,4.4,"4,344 ","$26,489"
2021 Kia Telluride S,"27,917 mi.",Frank Boucher VW Kia of Racine,4.6,844 ,"$42,190"
2020 Kia Telluride SX,"51,907 mi.",Frank Boucher VW Kia of Racine,4.6,844 ,"$41,899"
2022 Volkswagen Taos 1.5T SE,"3,478 mi.",Rowe Auburn,4.3,730 ,"$32,991"
2020 Acura TLX V6 w/Technology Package,"28,693 mi.",Crown Acura,5.0,241 ,"$36,782"
2018 Kia Niro Plug-In Hybrid LX,"48,299 mi.",Jim Shorkey Kia Wexford,3.8,13 ,"$25,000"
2021 GMC Canyon Elevation,"7,348 mi.",Banks Chevy GMC Buick,4.7,"1,391 ","$38,987"
2022 Maserati Levante Modena,"4,916 mi.",Bennett Maserati of Allentown,2.4,19 ,"$90,645"
2022 Chevrolet Blazer 2LT,"14,863 mi.",Ken Ganley Buick GMC Sandusky,5.0,356 ,"$33,789"
2020 Nissan Armada SL,"67,854 mi.",Zeigler Nissan of Orland Park,4.7,"1,899 ","$29,411"
2021 Chevrolet Traverse LS,"14,687 mi.",Classic of Cleburne Chevrolet/Buick/GMC,4.9,527 ,"$34,500"
2021 Honda Pilot Special Edition,"23,069 mi.",Ide Honda,4.9,"1,801 ","$40,690"
2020 BMW 430 Gran Coupe i xDrive,"24,817 mi.",BMW of Freeport,4.8,"1,447 ","$36,523"
2020 Cadillac XT6 Premium Luxury AWD,"43,971 mi.",Motor Werks Cadillac,4.9,729 ,"$41,999"
2019 BMW X4 xDrive30i,"39,168 mi.",Gebhardt BMW,3.8,373 ,"$43,868"
2016 Toyota Camry Hybrid LE,"41,272 mi.",Ira Toyota of Orleans,4.3,511 ,"$21,404"
2020 Volvo S60 T5 Momentum,"15,008 mi.",Gunther Volkswagen Volvo Mitsubishi Coconut Creek,3.2,"1,569 ","$28,998"
